time,step-size,{controller}.c.acceleration,{controller}.c.steer_angle_vel,{model}.m.steer_angle,{model}.m.velocity,{model}.m.x,{model}.m.y
5.509999999999927,0.01,0.0943891943595605,-0.009999999999999898,1.5199999999999998,2.812170270477107,-0.46364996574812084,0.663012823849121
5.519999999999927,0.01,0.0939148647614465,-0.009999999999999898,1.5199999999999998,2.813114162420703,-0.48085680301549366,0.6407697369619626
5.5299999999999265,0.01,0.09344291878964861,-0.009999999999999898,1.5199999999999998,2.8140533110683172,-0.49682155523688903,0.6176075303401694
5.539999999999926,0.01,0.09297334446584138,-0.009999999999999898,1.5199999999999998,2.8149877402562136,-0.5114948482475297,0.593595365173793
5.549999999999926,0.01,0.09250612987189322,-0.009999999999999898,1.5199999999999998,2.815917473700872,-0.5248311511602234,0.5688050722670894
5.559999999999926,0.01,0.09204126314956396,-0.009999999999999898,1.5199999999999998,2.816842534999591,-0.5367889217381943,0.5433109387326074
5.569999999999926,0.01,0.09157873250020443,-0.009999999999999898,1.5199999999999998,2.8177629476310866,-0.547330739935842,0.5171894867096811
5.5799999999999255,0.01,0.0911185261844567,-0.009999999999999898,1.5199999999999998,2.8186787349560887,-0.5564234291665249,0.49051924476367537
5.589999999999925,0.01,0.09066063252195566,-0.009999999999999898,1.5199999999999998,2.819589920217933,-0.5640381648928914,0.46338051264688396
5.599999999999925,0.01,0.09020503989103346,-0.009999999999999898,1.5199999999999998,2.8204965265431525,-0.5701505701730906,0.43585512012452293
5.609999999999925,0.01,0.08975173672842374,-0.009999999999999898,1.5199999999999998,2.821398576942063,-0.574740797835265,0.40802618058968604
5.619999999999925,0.01,0.08930071152896857,-0.009999999999999898,1.5199999999999998,2.822296094309347,-0.5777935989929464,0.37997784020939385
5.629999999999924,0.01,0.08885195284532643,-0.009999999999999898,1.5199999999999998,2.823189101424637,-0.5792983776552261,0.35179502335988555
5.639999999999924,0.01,0.08840544928768157,-0.009999999999999898,1.5199999999999998,2.8240776209530902,-0.5792492312277145,0.3235631751230282
5.649999999999924,0.01,0.08796118952345489,-0.009999999999999898,1.5199999999999998,2.824961675445967,-0.5776449767432357,0.29536800162709387
5.659999999999924,0.01,0.0875191622770164,-0.009999999999999898,1.5199999999999998,2.8258412873412015,-0.5744891627047601,0.26729520902414095
